num_experts,train,val,time_elapsed_seconds
1,0.004141013114733902,0.0043033461262110715,100.36166644096375
2,0.0042854130108584045,0.004228360385027485,102.22397780418396
4,0.005072092013907129,0.004675168487710673,207.7664499282837
8,0.0043211154025762505,0.004250167080224409,190.64088654518127
