obs,train,val,time_elapsed_seconds
500,0.00016721332129874877,0.0002095740408980063,3889.3341019153595
1000,0.00026025832267415,0.000312600789834797,3894.6138134002686
1500,0.00011935544497050815,0.000102405780081879,3919.5143263339996
2000,0.00010721922501732001,0.00010573262785619176,3516.7505288124084
5000,7.300972985452474e-05,6.734866798126647e-05,3923.6569044589996
