num_experts,train,val,time_elapsed_seconds
1,0.0029398375942665056,0.0040483449642079155,99.745441198349
2,0.003613758328753747,0.00361938251172494,100.70439291000366
4,0.0032244186246490154,0.0034824678627939833,112.9947726726532
8,0.003115952201021451,0.002921769205726073,138.18281388282776
16,0.022858095622017488,0.02283784791535542,188.6918408870697
