num_experts,train,val,time_elapsed_seconds
2,0.0034211638906320395,0.0023821002584608164,240.8710057735443
4,0.003817195703063328,0.0027875296141514007,305.19395899772644
8,0.0035351724069062297,0.002445972524168312,262.3345260620117
16,0.0036012185367951155,0.0026749766841796417,240.40224146842957
32,0.003511961616369772,0.0026557476088776523,236.78837323188782
0.0001
