num_experts,train,val,time_elapsed_seconds
2,0.0033326592770535077,0.0023703583044708838,239.85195899009705
4,0.0033063194513108336,0.002293502548360888,282.44298362731934
8,0.00331150317947433,0.0023503013170173195,247.7068796157837
16,0.0031520328914220984,0.002173914120876215,222.68344616889954
32,0.010247679355434285,0.009305573729283563,231.5234546661377

