num_experts,train,val,time_elapsed_seconds
1,0.0034184335532825003,0.0034289504815675186,100.42319107055664
2,0.0023793241081395446,0.002343692119959145,100.64714097976685
4,0.003715844667266579,0.0037132008382354553,113.09718871116638
8,0.022594343556837246,0.023621544838481952,137.70254230499268
16,0.0028775947330059296,0.0027542879500051833,187.90808534622192
